<DTYYYYMMDD>,<SIGNAL>,<OPEN>,<FACTOR>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<FEE>,<FINALPRICE>
20000824,1,310,,310,310,310,1745,68.51,241.49
20000825,1,300,,300,295,298,1458,65.86,232.14
20000828,1,296.5,,300,296,300,495,66.3,233.7
20000829,1,296,,296,296,296,436,65.42,230.58
20000830,1,296.5,,300,296.5,300,157,66.3,233.7
20000831,1,300,,300,299,300,537,66.3,233.7
20000901,1,299,,299,299,299,163,66.08,232.92
20000904,1,299,,299,286,287,1678,63.43,223.57
20000905,1,285,,287,283,284,1477,62.76,221.24
20000906,1,285,,289,280,286,673,63.21,222.79
20000907,1,285,,285,285,285,505,62.99,222.02
20000908,1,285,,290,285,290,702,64.09,225.91
20000911,-1,293,,296,292,295,362,70.51,365.51
20000912,-1,298,,303.5,298,301.5,5965,72.06,373.56
20000913,-1,300,,300,298,300,3008,71.7,371.7
20000914,-1,299,,299,299,299,227,71.46,370.46
20000915,-1,297,,297,297,297,58,70.98,367.98
20000918,1,290,,291,290,291,171,64.31,226.69
20000919,1,291.5,,291.5,280,285,597,62.99,222.02
20000920,1,291.5,,291.5,290,290,1061,64.09,225.91
20000921,1,283,,283,283,283,356,62.54,220.46
20000922,1,280,,280,271,271,319,59.89,211.11
20000925,1,275,,280,275,280,1546,61.88,218.12
20000926,1,275,,275,265,270,331,59.67,210.33
20000927,1,265,,271,265,271,906,59.89,211.11
20000928,1,269,,269,267,267,72,59.01,207.99
20000929,1,269,,270,269,270,988,59.67,210.33
20001002,1,268,,270,268,270,226,59.67,210.33
20001003,1,267,,270,265,265,2122,58.57,206.44
20001004,1,262,,262,262,262,326,57.9,204.1
20001005,1,255,,255,250,250,221,55.25,194.75
20001006,1,250,,250,247,250,1072,55.25,194.75
20001009,1,248,,249,240,247,467,54.59,192.41
20001010,1,240,,240,231,231,873,51.05,179.95
20001011,1,225.5,,225.5,212,215,2022,47.52,167.49
20001012,1,211,,217,211,216.5,2485,47.85,168.65
20001013,1,232,,232,221,225,6163,49.73,175.28
20001016,1,225,,225,217.5,218,541,48.18,169.82
20001017,1,221,,228,221,227,1882,50.17,176.83
20001018,1,223,,225,223,225,407,49.73,175.28
20001019,1,229,,229,227,227,1189,50.17,176.83
20001020,1,229,,229,225,229,400,50.61,178.39
20001023,1,225,,225,225,225,407,49.73,175.28
20001024,1,223,,224,218,224,309,49.5,174.5
20001025,1,228,,228,223,223,1414,49.28,173.72
20001026,1,223,,223,223,223,688,49.28,173.72
20001027,1,229,,229,226,226,570,49.95,176.05
20001030,1,226,,228,223,223,1078,49.28,173.72
20001031,1,220,,220,219.5,220,949,48.62,171.38
20001102,1,223.5,,223.5,221.5,221.5,4480,48.95,172.55
20001103,1,221,,221,213,213,2815,47.07,165.93
20001106,1,220,,220,215.5,218,649,48.18,169.82
20001107,1,218,,218,216,218,715,48.18,169.82
20001108,1,215,,220,215,216,1191,47.74,168.26
20001109,1,225,,225,216.5,216.5,626,47.85,168.65
20001110,1,224,,224,217,217,563,47.96,169.04
20001113,1,217.5,,218.5,217.5,218,175,48.18,169.82
20001114,1,222.5,,222.5,218,218,562,48.18,169.82
20001115,1,225,,225,217.5,218.5,538,48.29,170.21
20001116,-1,220,,220,220,220,89,52.58,272.58
20001117,1,215,,217,215,216,369,47.74,168.26
20001120,1,209,,212,208.5,210,876,46.41,163.59
20001121,1,205,,215,204.5,208.5,1620,46.08,162.42
20001122,-1,207,,220,204,220,1194,52.58,272.58
20001123,-1,217,,228,209.5,228,1291,54.49,282.49
20001124,-1,225,,228,219,227.5,1497,54.37,281.87
20001127,-1,225,,227.5,220,222,201,53.06,275.06
20001128,-1,220.5,,224.5,220.5,220.5,307,52.7,273.2
20001129,-1,220.5,,224.5,220.5,224.5,439,53.66,278.16
20001130,1,221.5,,224,218,220,666,48.62,171.38
20001201,1,220,,220,215.5,220,885,48.62,171.38
20001204,-1,224.5,,224.5,217.5,221,553,52.82,273.82
20001205,-1,218,,224.5,218,221,449,52.82,273.82
20001206,1,224,,224,218,219,206,48.4,170.6
20001207,1,220,,220,215,220,151,48.62,171.38
20001208,1,221,,221,218,218,69,48.18,169.82
20001211,1,220,,224.5,216.5,218,5589,48.18,169.82
20001212,1,219,,219,212,214,871,47.29,166.71
20001213,1,214,,215,208,208,1069,45.97,162.03
20001214,1,210,,210,203,206.5,2560,45.64,160.86
20001215,1,205,,209.5,203,207,1130,45.75,161.25
20001218,1,210,,210,205,206,725,45.53,160.47
20001219,1,203,,205,200,203,1842,44.86,158.14
20001220,1,202.5,,202.5,199,200,1700,44.2,155.8
20001221,1,200,,210,195,197,1961,43.54,153.46
20001222,1,199,,205.5,196,205.5,3511,45.42,160.08
20001227,-1,205.5,,220,205.5,220,2407,52.58,272.58
20001228,-1,218.5,,218.5,212,212,900,50.67,262.67
20001229,1,214,,214,207,208,1555,45.97,162.03
20010102,1,209.5,,209.5,204,208,368,45.97,162.03
20010103,1,206,,215,203,204,956,45.08,158.92
20010104,1,208,,209,207,207.5,669,45.86,161.64
20010105,1,209,,213.5,200,207,5558,45.75,161.25
20010108,1,206,,206,204,204,835,45.08,158.92
20010109,1,200,,203,197.5,199.5,1334,44.09,155.41
20010110,1,200,,200,190,191,3101,42.21,148.79
20010111,1,193,,198,186,198,1776,43.76,154.24
20010112,1,198,,198,190,190,1832,41.99,148.01
20010115,1,192,,194.5,190,191,3168,42.21,148.79
20010116,1,192.5,,192.5,190,191,343,42.21,148.79
20010117,1,191,,194.5,191,193.5,755,42.76,150.74
20010118,1,195,,196.5,190,192.5,1495,42.54,149.96
20010119,-1,196,,209.5,196,209.5,1794,50.07,259.57
20010122,-1,201,,209.5,194.5,205,783,49,254
20010123,-1,203,,203.5,200,203.5,168,48.64,252.14
20010124,-1,197.5,,205,197.5,204,223,48.76,252.76
20010125,-1,205,,205,202,204.5,278,48.88,253.38
20010126,-1,201,,210,200,210,1289,50.19,260.19
20010129,-1,210,,215,204.5,212,2840,50.67,262.67
20010130,-1,207,,215,207,212,504,50.67,262.67
20010131,-1,213,,214.5,208,214.5,554,51.27,265.77
20010201,-1,214.5,,215,210,214,1088,51.15,265.15
20010202,-1,210,,214,210,211,429,50.43,261.43
20010205,1,212,,213,209,209,834,46.19,162.81
20010206,1,207.5,,207.5,206,207.5,1162,45.86,161.64
20010207,1,205,,206,196,200,2085,44.2,155.8
20010208,1,193.5,,200,192,198,1387,43.76,154.24
20010209,1,195,,197.5,193.5,197.5,267,43.65,153.85
20010212,1,198,,198,194,194,191,42.87,151.13
20010213,1,196,,198,194,198,273,43.76,154.24
20010214,1,199,,199,194,197.5,228,43.65,153.85
20010215,1,198.5,,198.5,194.5,194.5,341,42.98,151.52
20010216,1,194.5,,195.5,193,193.5,936,42.76,150.74
20010219,1,178,,195,178,195,1230,43.1,151.91
20010220,1,194,,194.5,185,194.5,900,42.98,151.52
20010221,1,188.5,,190,179,190,4428,41.99,148.01
20010222,1,180,,189,180,189,3320,41.77,147.23
20010223,1,189,,189.5,183.5,184,558,40.66,143.34
20010226,1,188.5,,190,185.5,188,323,41.55,146.45
20010227,1,186,,187,183,185,536,40.89,144.12
20010228,1,183.5,,183.5,180,181.5,5549,40.11,141.39
20010301,1,180.5,,183,178.5,181.5,1718,40.11,141.39
20010302,1,180,,183,180,183,1739,40.44,142.56
20010305,1,180.5,,181,177,178.5,335,39.45,139.05
20010306,1,181.5,,181.5,177,179.5,1172,39.67,139.83
20010307,1,179.5,,182,178,181.5,1092,40.11,141.39
20010308,1,182,,185,179,180,1437,39.78,140.22
20010309,1,180,,182,180,182,1740,40.22,141.78
20010312,1,180,,180,178,178,1397,39.34,138.66
20010313,1,163,,178,163,175,2170,38.68,136.33
20010314,1,172.5,,176,172.5,174,1099,38.45,135.55
20010315,1,172.5,,178.5,172.5,178,299,39.34,138.66
20010316,1,175,,180,175,178,272,39.34,138.66
20010319,1,180,,181,175,175,489,38.68,136.33
20010320,-1,177,,192.5,177,181,380,43.26,224.26
20010321,-1,179,,182,178,180,801,43.02,223.02
20010322,-1,182,,182,178.5,180,14347,43.02,223.02
20010323,-1,178,,190,178,185,554,44.22,229.22
20010326,-1,188,,188,184,187.5,69,44.81,232.31
20010327,1,189,,189,180,181.5,7283,40.11,141.39
20010328,-1,184,,185,180.5,184.5,356,44.1,228.6
20010329,-1,180.5,,184,180.5,183,29,43.74,226.74
20010330,-1,181,,185,181,185,190,44.22,229.22
20010402,-1,185.5,,188.5,180.5,188.5,1077,45.05,233.55
20010403,-1,182.5,,185.5,181,185.5,175,44.33,229.83
20010404,-1,184.5,,184.5,180,184.5,1313,44.1,228.6
20010405,-1,183,,185,183,185,254,44.22,229.22
20010406,-1,185,,185,183,185,342,44.22,229.22
20010409,-1,181,,187,181,187,377,44.69,231.69
20010410,-1,188,,190,184,190,561,45.41,235.41
20010411,-1,187,,190,187,190,208,45.41,235.41
20010412,-1,190,,190,190,190,110,45.41,235.41
20010417,-1,197.5,,197.5,184,193,474,46.13,239.13
20010418,-1,189,,197,189,197,647,47.08,244.08
20010419,-1,195,,200,195,195,863,46.61,241.61
20010420,-1,195,,197,194,195,2485,46.61,241.61
20010423,-1,195,,197,193,193,568,46.13,239.13
20010424,1,194,,194,187,191,167,42.21,148.79
20010425,1,192,,192,181.5,191,10742,42.21,148.79
20010426,1,193,,193,185.5,191,207,42.21,148.79
20010427,1,186,,188,184,186,18141,41.11,144.89
20010430,1,188,,188,183,184,3322,40.66,143.34
20010502,1,184,,184,181,183,3164,40.44,142.56
20010504,1,183,,184,181,182,177,40.22,141.78
20010507,1,185,,185,184,184,204,40.66,143.34
20010508,1,184,,184,180,180,1339,39.78,140.22
20010509,-1,181,,191,181,186,800,44.45,230.45
20010510,-1,190,,193,187,190.5,718,45.53,236.03
20010511,-1,190.5,,192,190,192,411,45.89,237.89
20010514,-1,193,,194.5,192,193.5,478,46.25,239.75
20010515,-1,194.5,,194.5,192,193,157,46.13,239.13
20010516,-1,191.5,,193,191.5,193,323,46.13,239.13
20010517,-1,191,,195,191,195,1407,46.61,241.61
20010518,-1,194.5,,196,192.5,196,545,46.84,242.84
20010521,-1,197,,200,194,199.5,1049,47.68,247.18
20010522,-1,199.5,,199.5,197.5,198.5,282,47.44,245.94
20010523,-1,198.5,,198.5,194.5,198.5,797,47.44,245.94
20010524,-1,194,,199.5,194,199.5,869,47.68,247.18
20010525,-1,195.5,,199.5,195.5,199.5,414,47.68,247.18
20010528,-1,196.5,,198.5,196.5,198.5,307,47.44,245.94
20010529,-1,198,,198,197,198,364,47.32,245.32
20010530,1,196,,198,195,196,1879,43.32,152.68
20010531,-1,196,,198,196,198,319,47.32,245.32
20010601,1,198.5,,198.5,195,195.5,59,43.21,152.29
20010604,-1,197.5,,197.5,194,197,586,47.08,244.08
20010605,1,194,,197,194,196.5,980,43.43,153.07
20010606,-1,197,,198.5,196,198.5,922,47.44,245.94
20010607,1,195.5,,199,195.5,197,765,43.54,153.46
20010608,-1,196,,199,196,198,1121,47.32,245.32
20010611,1,197,,198,196,196,2116,43.32,152.68
20010612,1,196.5,,196.5,193.5,196,633,43.32,152.68
20010613,1,192,,193.5,192,193,319,42.65,150.35
20010615,1,193,,193,187.5,190,85,41.99,148.01
20010618,1,187,,187,179.5,180,7813,39.78,140.22
20010619,1,179.5,,188,179,188,646,41.55,146.45
20010620,-1,188,,194,183,194,729,46.37,240.37
20010621,-1,190,,196,190,196,233,46.84,242.84
20010622,-1,190.5,,195,190.5,195,529,46.61,241.61
20010625,-1,193,,195,190,195,404,46.61,241.61
20010626,-1,193,,194.5,191,194.5,364,46.49,240.99
20010627,-1,190,,194.5,190,194.5,261,46.49,240.99
20010628,1,191.5,,192,191.5,192,44,42.43,149.57
20010629,-1,193,,195,191.5,195,190,46.61,241.61
20010702,-1,190,,194.5,190,194,256,46.37,240.37
20010703,-1,193.5,,194,182.5,194,1225,46.37,240.37
20010704,1,188.5,,193,188.5,193,254,42.65,150.35
20010705,1,188.5,,193,188.5,193,273,42.65,150.35
20010706,1,190.5,,190.5,187,187,456,41.33,145.67
20010709,1,184.5,,187.5,184,186,195,41.11,144.89
20010710,1,186,,186,185,185,146,40.89,144.12
20010711,1,184.5,,188,184.5,188,866,41.55,146.45
20010712,-1,187,,190,183.5,190,504,45.41,235.41
20010713,1,188,,188,185,185,572,40.89,144.12
20010716,1,189.5,,189.5,184,186.5,249,41.22,145.28
20010717,1,183.5,,186,183.5,186,40,41.11,144.89
