<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<SIGNAL>,<FACTOR>,<FEE>,<FINALPRICE>
19931228,189,189,189,189,10977,-1,proponowana akcja kupna,69.08,258.08
19931230,200,200,200,200,16915,-1,proponowana akcja kupna,73.1,273.1
19940103,218,218,218,218,12362,-1,proponowana akcja kupna,79.68,297.68
19940104,239.5,239.5,239.5,239.5,21122,-1,proponowana akcja kupna,87.54,327.04
19940106,216,216,216,216,33014,-1,proponowana akcja kupna,78.95,294.95
19940110,225,225,225,225,26141,-1,proponowana akcja kupna,82.24,307.24
19940111,225,225,225,225,10692,-1,proponowana akcja kupna,82.24,307.24
19940113,202.5,202.5,202.5,202.5,25327,1,proponowana akcja sprzedaży,60.2,142.3
19940117,222.5,222.5,222.5,222.5,46225,-1,proponowana akcja kupna,81.32,303.82
19940118,210,210,210,210,12691,-1,proponowana akcja kupna,76.76,286.76
19940120,216,216,216,216,21036,-1,proponowana akcja kupna,78.95,294.95
19940124,219,219,219,219,29043,-1,proponowana akcja kupna,80.04,299.04
19940125,240.5,240.5,240.5,240.5,31369,-1,proponowana akcja kupna,87.9,328.4
19940127,264.5,264.5,264.5,264.5,24013,-1,proponowana akcja kupna,96.68,361.18
19940131,238.5,238.5,238.5,238.5,36065,-1,proponowana akcja kupna,87.17,325.67
19940201,215,215,215,215,79328,1,proponowana akcja sprzedaży,63.91,151.09
19940203,236.5,236.5,236.5,236.5,46168,-1,proponowana akcja kupna,86.44,322.94
19940207,229.5,229.5,229.5,229.5,17941,-1,proponowana akcja kupna,83.88,313.38
19940208,240,240,240,240,45050,-1,proponowana akcja kupna,87.72,327.72
19940210,255,255,255,255,33447,-1,proponowana akcja kupna,93.2,348.2
19940214,260,260,260,260,18204,-1,proponowana akcja kupna,95.03,355.03
19940215,270,270,270,270,19837,-1,proponowana akcja kupna,98.69,368.69
19940217,270,270,270,270,18328,-1,proponowana akcja kupna,98.69,368.69
19940221,269,269,269,269,18821,-1,proponowana akcja kupna,98.32,367.32
19940222,290,290,290,290,27612,-1,proponowana akcja kupna,106,396
19940224,290,290,290,290,30051,-1,proponowana akcja kupna,106,396
19940228,289,289,289,289,24461,-1,proponowana akcja kupna,105.63,394.63
19940301,290,290,290,290,31872,-1,proponowana akcja kupna,106,396
19940307,319,319,319,319,0,-1,proponowana akcja kupna,116.6,435.6
19940308,382.5,382.5,382.5,382.5,53261,-1,proponowana akcja kupna,139.8,522.3
19940310,344.5,344.5,344.5,344.5,48807,-1,proponowana akcja kupna,125.92,470.42
19940314,323.5,323.5,323.5,323.5,42587,-1,proponowana akcja kupna,118.24,441.74
19940315,333,333,333,333,21756,-1,proponowana akcja kupna,121.71,454.71
19940317,333,333,333,333,15262,-1,proponowana akcja kupna,121.71,454.71
19940321,300,300,300,300,7254,1,proponowana akcja sprzedaży,89.18,210.82
19940322,291,291,291,291,13907,1,proponowana akcja sprzedaży,86.5,204.5
19940324,305,305,305,305,23996,1,proponowana akcja sprzedaży,90.67,214.33
19940328,274.5,274.5,274.5,274.5,10882,1,proponowana akcja sprzedaży,81.6,192.9
19940329,247.5,247.5,247.5,247.5,12152,1,proponowana akcja sprzedaży,73.57,173.93
19940331,223,223,223,223,43968,1,proponowana akcja sprzedaży,66.29,156.71
19940405,220,220,220,220,23035,1,proponowana akcja sprzedaży,65.4,154.6
19940407,239,239,239,239,35490,1,proponowana akcja sprzedaży,71.05,167.95
19940408,227.5,227.5,227.5,227.5,28507,1,proponowana akcja sprzedaży,67.63,159.87
19940411,205,205,205,205,9054,1,proponowana akcja sprzedaży,60.94,144.06
19940412,184.5,184.5,184.5,184.5,10066,1,proponowana akcja sprzedaży,54.85,129.65
19940414,175,175,175,175,19491,1,proponowana akcja sprzedaży,52.02,122.98
19940418,185,185,185,185,16431,1,proponowana akcja sprzedaży,54.99,130.01
19940419,200,200,200,200,23383,1,proponowana akcja sprzedaży,59.45,140.55
19940421,229.5,229.5,229.5,229.5,16123,-1,proponowana akcja kupna,83.88,313.38
19940425,234,234,234,234,23491,-1,proponowana akcja kupna,85.53,319.53
19940426,211,211,211,211,12365,1,proponowana akcja sprzedaży,62.72,148.28
19940428,190,190,190,190,10854,1,proponowana akcja sprzedaży,56.48,133.52
19940505,209,209,209,209,14373,1,proponowana akcja sprzedaży,62.13,146.87
19940506,198.5,198.5,198.5,198.5,9313,1,proponowana akcja sprzedaży,59.01,139.49
19940509,190,190,190,190,5429,1,proponowana akcja sprzedaży,56.48,133.52
19940510,190,190,190,190,4876,1,proponowana akcja sprzedaży,56.48,133.52
19940512,190,190,190,190,7313,1,proponowana akcja sprzedaży,56.48,133.52
19940516,209,209,209,209,12285,-1,proponowana akcja kupna,76.39,285.39
19940517,205,205,205,205,3946,-1,proponowana akcja kupna,74.93,279.93
19940519,219,219,219,219,13958,-1,proponowana akcja kupna,80.04,299.04
19940523,228,228,228,228,13312,-1,proponowana akcja kupna,83.33,311.33
19940524,228,228,228,228,12369,-1,proponowana akcja kupna,83.33,311.33
19940526,228,228,228,228,23006,-1,proponowana akcja kupna,83.33,311.33
19940530,228,228,228,228,12811,-1,proponowana akcja kupna,83.33,311.33
19940531,220,220,220,220,9505,-1,proponowana akcja kupna,80.41,300.41
19940601,213,213,213,213,7640,1,proponowana akcja sprzedaży,63.32,149.68
19940606,208.5,208.5,208.5,208.5,7204,1,proponowana akcja sprzedaży,61.98,146.52
19940607,203.5,203.5,203.5,203.5,5791,1,proponowana akcja sprzedaży,60.49,143.01
19940609,197,197,197,197,12421,1,proponowana akcja sprzedaży,58.56,138.44
19940613,177.5,177.5,177.5,177.5,21686,1,proponowana akcja sprzedaży,52.76,124.74
19940614,163,163,163,163,6019,1,proponowana akcja sprzedaży,48.45,114.55
19940616,179,179,179,179,14000,1,proponowana akcja sprzedaży,53.21,125.79
19940620,185,185,185,185,14636,1,proponowana akcja sprzedaży,54.99,130.01
19940621,167,167,167,167,7298,1,proponowana akcja sprzedaży,49.64,117.36
19940623,183.5,183.5,183.5,183.5,17094,1,proponowana akcja sprzedaży,54.55,128.95
19940627,181,181,181,181,4349,1,proponowana akcja sprzedaży,53.8,127.2
19940628,199,199,199,199,17736,-1,proponowana akcja kupna,72.73,271.73
19940630,192,192,192,192,5441,-1,proponowana akcja kupna,70.18,262.18
19940704,185,185,185,185,3561,1,proponowana akcja sprzedaży,54.99,130.01
19940705,190,190,190,190,3675,-1,proponowana akcja kupna,69.45,259.45
19940706,185,185,185,185,7673,1,proponowana akcja sprzedaży,54.99,130.01
19940707,203.5,203.5,203.5,203.5,20217,-1,proponowana akcja kupna,74.38,277.88
19940711,210.5,210.5,210.5,210.5,19161,-1,proponowana akcja kupna,76.94,287.44
19940712,212.5,212.5,212.5,212.5,3950,-1,proponowana akcja kupna,77.67,290.17
19940713,233.5,233.5,233.5,233.5,14719,-1,proponowana akcja kupna,85.34,318.84
19940714,210.5,210.5,210.5,210.5,14106,-1,proponowana akcja kupna,76.94,287.44
19940718,231.5,231.5,231.5,231.5,11313,-1,proponowana akcja kupna,84.61,316.11
19940719,230,230,230,230,5952,-1,proponowana akcja kupna,84.07,314.07
19940720,215,215,215,215,12080,-1,proponowana akcja kupna,78.58,293.58
19940721,220,220,220,220,10403,-1,proponowana akcja kupna,80.41,300.41
19940725,220,220,220,220,15138,-1,proponowana akcja kupna,80.41,300.41
19940726,210.5,210.5,210.5,210.5,3543,1,proponowana akcja sprzedaży,62.57,147.93
19940727,227,227,227,227,7120,-1,proponowana akcja kupna,82.97,309.97
19940728,222,222,222,222,3761,-1,proponowana akcja kupna,81.14,303.14
19940801,225,225,225,225,4378,-1,proponowana akcja kupna,82.24,307.24
19940802,225,225,225,225,7188,-1,proponowana akcja kupna,82.24,307.24
19940803,230.5,230.5,230.5,230.5,13395,-1,proponowana akcja kupna,84.25,314.75
19940804,243,243,243,243,15220,-1,proponowana akcja kupna,88.82,331.82
19940808,245,245,245,245,11328,-1,proponowana akcja kupna,89.55,334.55
19940809,250,250,250,250,9710,-1,proponowana akcja kupna,91.38,341.38
19940810,246,246,246,246,6351,-1,proponowana akcja kupna,89.91,335.91
19940811,255,255,255,255,14518,-1,proponowana akcja kupna,93.2,348.2
19940816,262,262,262,262,11523,-1,proponowana akcja kupna,95.76,357.76
19940817,264,264,264,264,5826,-1,proponowana akcja kupna,96.49,360.49
19940818,290,290,290,290,27010,-1,proponowana akcja kupna,106,396
19940822,271,271,271,271,13895,-1,proponowana akcja kupna,99.05,370.05
19940823,260,260,260,260,5859,-1,proponowana akcja kupna,95.03,355.03
19940824,260,260,260,260,7340,-1,proponowana akcja kupna,95.03,355.03
19940825,234,234,234,234,5218,1,proponowana akcja sprzedaży,69.56,164.44
19940829,240,240,240,240,3877,1,proponowana akcja sprzedaży,71.34,168.66
19940830,241,241,241,241,2726,1,proponowana akcja sprzedaży,71.64,169.36
19940831,240,240,240,240,4656,1,proponowana akcja sprzedaży,71.34,168.66
19940901,228,228,228,228,4052,1,proponowana akcja sprzedaży,67.78,160.22
19940905,214,214,214,214,4998,1,proponowana akcja sprzedaży,63.61,150.39
19940906,193,193,193,193,6443,1,proponowana akcja sprzedaży,57.37,135.63
19940907,193.5,193.5,193.5,193.5,5444,1,proponowana akcja sprzedaży,57.52,135.98
19940908,212.5,212.5,212.5,212.5,5449,1,proponowana akcja sprzedaży,63.17,149.33
19940912,220,220,220,220,6901,1,proponowana akcja sprzedaży,65.4,154.6
19940913,204.5,204.5,204.5,204.5,4862,1,proponowana akcja sprzedaży,60.79,143.71
19940914,200,200,200,200,11159,1,proponowana akcja sprzedaży,59.45,140.55
19940915,200,200,200,200,8034,1,proponowana akcja sprzedaży,59.45,140.55
19940919,204,204,204,204,10382,1,proponowana akcja sprzedaży,60.64,143.36
19940920,201,201,201,201,4441,1,proponowana akcja sprzedaży,59.75,141.25
19940921,200,200,200,200,12549,1,proponowana akcja sprzedaży,59.45,140.55
19940922,203,203,203,203,4628,1,proponowana akcja sprzedaży,60.34,142.66
19940926,200,200,200,200,7123,1,proponowana akcja sprzedaży,59.45,140.55
19940927,200,200,200,200,5800,1,proponowana akcja sprzedaży,59.45,140.55
19940928,198,198,198,198,3937,1,proponowana akcja sprzedaży,58.86,139.14
19940929,200,200,200,200,4177,1,proponowana akcja sprzedaży,59.45,140.55
19941003,210,210,210,210,4624,-1,proponowana akcja kupna,76.76,286.76
19941004,210,210,210,210,6165,-1,proponowana akcja kupna,76.76,286.76
19941005,209,209,209,209,3140,-1,proponowana akcja kupna,76.39,285.39
19941006,210,210,210,210,3836,-1,proponowana akcja kupna,76.76,286.76
19941007,210,210,210,210,6407,-1,proponowana akcja kupna,76.76,286.76
19941010,205,205,205,205,1698,1,proponowana akcja sprzedaży,60.94,144.06
19941011,210,210,210,210,9736,-1,proponowana akcja kupna,76.76,286.76
19941012,210,210,210,210,4476,-1,proponowana akcja kupna,76.76,286.76
19941013,200,200,200,200,2068,1,proponowana akcja sprzedaży,59.45,140.55
19941014,195,195,195,195,1035,1,proponowana akcja sprzedaży,57.97,137.03
19941017,206,206,206,206,3487,-1,proponowana akcja kupna,75.29,281.29
19941018,210,210,210,210,5123,-1,proponowana akcja kupna,76.76,286.76
19941019,205,205,205,205,2803,1,proponowana akcja sprzedaży,60.94,144.06
19941020,210,210,210,210,10769,-1,proponowana akcja kupna,76.76,286.76
19941021,210,210,210,210,4936,-1,proponowana akcja kupna,76.76,286.76
19941024,206,206,206,206,3197,1,proponowana akcja sprzedaży,61.24,144.76
19941025,210,210,210,210,4534,-1,proponowana akcja kupna,76.76,286.76
19941026,206,206,206,206,4309,1,proponowana akcja sprzedaży,61.24,144.76
19941027,205,205,205,205,9083,1,proponowana akcja sprzedaży,60.94,144.06
19941028,210,210,210,210,5119,-1,proponowana akcja kupna,76.76,286.76
19941102,210,210,210,210,7810,-1,proponowana akcja kupna,76.76,286.76
19941103,209,209,209,209,8472,-1,proponowana akcja kupna,76.39,285.39
19941104,210,210,210,210,8024,-1,proponowana akcja kupna,76.76,286.76
19941107,205,205,205,205,1152,1,proponowana akcja sprzedaży,60.94,144.06
19941108,208,208,208,208,2049,-1,proponowana akcja kupna,76.02,284.02
19941109,206,206,206,206,2039,1,proponowana akcja sprzedaży,61.24,144.76
19941110,205,205,205,205,4955,1,proponowana akcja sprzedaży,60.94,144.06
19941114,210,210,210,210,8006,-1,proponowana akcja kupna,76.76,286.76
19941115,199,199,199,199,3005,1,proponowana akcja sprzedaży,59.16,139.84
19941116,199,199,199,199,13711,1,proponowana akcja sprzedaży,59.16,139.84
19941117,195,195,195,195,6158,1,proponowana akcja sprzedaży,57.97,137.03
19941118,195,195,195,195,1910,1,proponowana akcja sprzedaży,57.97,137.03
19941121,190,190,190,190,5419,1,proponowana akcja sprzedaży,56.48,133.52
19941122,195,195,195,195,5073,1,proponowana akcja sprzedaży,57.97,137.03
19941123,190,190,190,190,3545,1,proponowana akcja sprzedaży,56.48,133.52
19941124,171,171,171,171,1972,1,proponowana akcja sprzedaży,50.83,120.17
19941125,185,185,185,185,2744,1,proponowana akcja sprzedaży,54.99,130.01
19941128,166.5,166.5,166.5,166.5,24969,1,proponowana akcja sprzedaży,49.49,117.01
19941129,178,178,178,178,13757,1,proponowana akcja sprzedaży,52.91,125.09
19941130,177.5,177.5,177.5,177.5,4661,1,proponowana akcja sprzedaży,52.76,124.74
19941201,180,180,180,180,13076,1,proponowana akcja sprzedaży,53.51,126.49
19941202,165,165,165,165,6416,1,proponowana akcja sprzedaży,49.05,115.95
19941205,165,165,165,165,5562,1,proponowana akcja sprzedaży,49.05,115.95
19941206,165,165,165,165,14240,1,proponowana akcja sprzedaży,49.05,115.95
19941207,167,167,167,167,8558,1,proponowana akcja sprzedaży,49.64,117.36
19941208,156,156,156,156,4723,1,proponowana akcja sprzedaży,46.37,109.63
19941209,150.5,150.5,150.5,150.5,3966,1,proponowana akcja sprzedaży,44.74,105.76
19941212,159,159,159,159,9212,1,proponowana akcja sprzedaży,47.26,111.74
19941213,159,159,159,159,4050,1,proponowana akcja sprzedaży,47.26,111.74
19941214,159,159,159,159,6719,1,proponowana akcja sprzedaży,47.26,111.74
19941215,159,159,159,159,4285,1,proponowana akcja sprzedaży,47.26,111.74
19941216,163,163,163,163,2395,-1,proponowana akcja kupna,59.58,222.58
19941219,165,165,165,165,3226,-1,proponowana akcja kupna,60.31,225.31
19941220,165,165,165,165,2395,-1,proponowana akcja kupna,60.31,225.31
19941221,161,161,161,161,5734,1,proponowana akcja sprzedaży,47.86,113.14
19941222,165,165,165,165,3226,-1,proponowana akcja kupna,60.31,225.31
19941223,161,161,161,161,341,1,proponowana akcja sprzedaży,47.86,113.14
19941227,161.5,161.5,161.5,161.5,1788,1,proponowana akcja sprzedaży,48.01,113.49
19941228,155,155,155,155,584,1,proponowana akcja sprzedaży,46.08,108.92
19941229,160.5,160.5,160.5,160.5,694,1,proponowana akcja sprzedaży,47.71,112.79
19950102,163,163,163,163,1089,-1,proponowana akcja kupna,59.58,222.58
19950103,166.5,166.5,166.5,166.5,2063,-1,proponowana akcja kupna,60.86,227.36
19950104,166,166,166,166,1949,-1,proponowana akcja kupna,60.67,226.67
19950105,165,165,165,165,1164,-1,proponowana akcja kupna,60.31,225.31
19950106,159,159,159,159,953,1,proponowana akcja sprzedaży,47.26,111.74
19950109,159,159,159,159,1308,1,proponowana akcja sprzedaży,47.26,111.74
19950110,162,162,162,162,8892,-1,proponowana akcja kupna,59.21,221.21
19950111,160,160,160,160,3147,1,proponowana akcja sprzedaży,47.56,112.44
19950112,160,160,160,160,1284,1,proponowana akcja sprzedaży,47.56,112.44
19950113,162,162,162,162,40537,-1,proponowana akcja kupna,59.21,221.21
19950116,162,162,162,162,1432,-1,proponowana akcja kupna,59.21,221.21
19950117,162,162,162,162,6312,-1,proponowana akcja kupna,59.21,221.21
19950118,162.5,162.5,162.5,162.5,1126,-1,proponowana akcja kupna,59.39,221.89
19950119,162.5,162.5,162.5,162.5,2323,-1,proponowana akcja kupna,59.39,221.89
19950120,162.5,162.5,162.5,162.5,2892,-1,proponowana akcja kupna,59.39,221.89
19950123,162,162,162,162,1040,1,proponowana akcja sprzedaży,48.16,113.84
19950124,162.5,162.5,162.5,162.5,6249,-1,proponowana akcja kupna,59.39,221.89
19950125,162.5,162.5,162.5,162.5,5378,-1,proponowana akcja kupna,59.39,221.89
19950126,159,159,159,159,1403,1,proponowana akcja sprzedaży,47.26,111.74
19950127,157,157,157,157,1166,1,proponowana akcja sprzedaży,46.67,110.33
19950130,157,157,157,157,6443,1,proponowana akcja sprzedaży,46.67,110.33
19950131,141.5,141.5,141.5,141.5,890,1,proponowana akcja sprzedaży,42.06,99.44
19950201,127.5,127.5,127.5,127.5,1761,1,proponowana akcja sprzedaży,37.9,89.6
19950202,138,138,138,138,3764,1,proponowana akcja sprzedaży,41.02,96.98
19950203,135,135,135,135,2648,1,proponowana akcja sprzedaży,40.13,94.87
19950206,135,135,135,135,359,1,proponowana akcja sprzedaży,40.13,94.87
19950207,148.5,148.5,148.5,148.5,3293,-1,proponowana akcja kupna,54.28,202.78
19950208,134,134,134,134,9190,1,proponowana akcja sprzedaży,39.83,94.17
19950209,147,147,147,147,4786,-1,proponowana akcja kupna,53.73,200.73
19950210,144,144,144,144,1344,-1,proponowana akcja kupna,52.63,196.63
19950213,140,140,140,140,196,1,proponowana akcja sprzedaży,41.62,98.38
19950214,146,146,146,146,1134,-1,proponowana akcja kupna,53.36,199.36
19950215,150,150,150,150,2097,-1,proponowana akcja kupna,54.83,204.83
19950216,154,154,154,154,2422,-1,proponowana akcja kupna,56.29,210.29
19950217,157.5,157.5,157.5,157.5,4876,-1,proponowana akcja kupna,57.57,215.07
19950220,157.5,157.5,157.5,157.5,3594,-1,proponowana akcja kupna,57.57,215.07
19950221,157,157,157,157,2191,-1,proponowana akcja kupna,57.38,214.38
19950222,150,150,150,150,2030,1,proponowana akcja sprzedaży,44.59,105.41
19950223,154,154,154,154,2390,-1,proponowana akcja kupna,56.29,210.29
19950224,158,158,158,158,3804,-1,proponowana akcja kupna,57.75,215.75
19950227,158,158,158,158,1297,-1,proponowana akcja kupna,57.75,215.75
19950228,155,155,155,155,1074,-1,proponowana akcja kupna,56.65,211.65
19950301,155,155,155,155,1161,-1,proponowana akcja kupna,56.65,211.65
19950302,158,158,158,158,2025,-1,proponowana akcja kupna,57.75,215.75
19950303,158,158,158,158,718,-1,proponowana akcja kupna,57.75,215.75
19950306,158,158,158,158,1022,-1,proponowana akcja kupna,57.75,215.75
19950307,151.5,151.5,151.5,151.5,413,1,proponowana akcja sprzedaży,45.04,106.46
19950308,152,152,152,152,582,1,proponowana akcja sprzedaży,45.18,106.82
19950309,155,155,155,155,465,-1,proponowana akcja kupna,56.65,211.65
19950310,158,158,158,158,5016,-1,proponowana akcja kupna,57.75,215.75
19950313,158,158,158,158,5228,-1,proponowana akcja kupna,57.75,215.75
19950314,150.5,150.5,150.5,150.5,2831,1,proponowana akcja sprzedaży,44.74,105.76
19950315,150.5,150.5,150.5,150.5,1738,1,proponowana akcja sprzedaży,44.74,105.76
19950316,150,150,150,150,13587,1,proponowana akcja sprzedaży,44.59,105.41
19950317,145,145,145,145,700,1,proponowana akcja sprzedaży,43.1,101.9
19950320,148,148,148,148,4078,1,proponowana akcja sprzedaży,44,104
19950321,144.5,144.5,144.5,144.5,644,1,proponowana akcja sprzedaży,42.95,101.55
19950322,142,142,142,142,2711,1,proponowana akcja sprzedaży,42.21,99.79
19950323,140,140,140,140,3075,1,proponowana akcja sprzedaży,41.62,98.38
19950324,135.5,135.5,135.5,135.5,461,1,proponowana akcja sprzedaży,40.28,95.22
19950327,138,138,138,138,2159,1,proponowana akcja sprzedaży,41.02,96.98
19950328,135,135,135,135,2519,1,proponowana akcja sprzedaży,40.13,94.87
19950329,135,135,135,135,7033,1,proponowana akcja sprzedaży,40.13,94.87
19950330,137,137,137,137,1303,1,proponowana akcja sprzedaży,40.73,96.27
19950331,139,139,139,139,5421,1,proponowana akcja sprzedaży,41.32,97.68
19950403,140,140,140,140,4046,-1,proponowana akcja kupna,51.17,191.17
19950404,141,141,141,141,982,-1,proponowana akcja kupna,51.54,192.54
19950405,145,145,145,145,2224,-1,proponowana akcja kupna,53,198
19950406,150,150,150,150,3873,-1,proponowana akcja kupna,54.83,204.83
19950407,155,155,155,155,2671,-1,proponowana akcja kupna,56.65,211.65
19950410,154,154,154,154,3870,-1,proponowana akcja kupna,56.29,210.29
19950411,154,154,154,154,3643,-1,proponowana akcja kupna,56.29,210.29
19950412,155,155,155,155,3816,-1,proponowana akcja kupna,56.65,211.65
19950413,154,154,154,154,1763,-1,proponowana akcja kupna,56.29,210.29
19950414,160,160,160,160,5216,-1,proponowana akcja kupna,58.48,218.48
19950418,155,155,155,155,710,-1,proponowana akcja kupna,56.65,211.65
19950419,160,160,160,160,8006,-1,proponowana akcja kupna,58.48,218.48
19950420,176,176,176,176,6668,-1,proponowana akcja kupna,64.33,240.33
19950421,193.5,193.5,193.5,193.5,13297,-1,proponowana akcja kupna,70.72,264.22
19950424,195,195,195,195,8208,-1,proponowana akcja kupna,71.27,266.27
19950425,179,179,179,179,16922,-1,proponowana akcja kupna,65.42,244.42
19950426,172,172,172,172,4936,-1,proponowana akcja kupna,62.87,234.87
19950427,185,185,185,185,5997,-1,proponowana akcja kupna,67.62,252.62
19950428,180,180,180,180,4789,-1,proponowana akcja kupna,65.79,245.79
19950504,180,180,180,180,2578,-1,proponowana akcja kupna,65.79,245.79
19950505,176,176,176,176,2128,1,proponowana akcja sprzedaży,52.32,123.68
19950509,174,174,174,174,1193,1,proponowana akcja sprzedaży,51.72,122.28
19950510,180,180,180,180,7311,-1,proponowana akcja kupna,65.79,245.79
19950511,185,185,185,185,5603,-1,proponowana akcja kupna,67.62,252.62
19950512,188,188,188,188,1500,-1,proponowana akcja kupna,68.71,256.71
19950515,176.5,176.5,176.5,176.5,1703,1,proponowana akcja sprzedaży,52.47,124.03
19950516,179,179,179,179,3489,1,proponowana akcja sprzedaży,53.21,125.79
19950517,184,184,184,184,5435,-1,proponowana akcja kupna,67.25,251.25
19950518,184,184,184,184,4595,-1,proponowana akcja kupna,67.25,251.25
19950519,185,185,185,185,6043,-1,proponowana akcja kupna,67.62,252.62
19950522,185,185,185,185,3516,-1,proponowana akcja kupna,67.62,252.62
19950523,166.5,166.5,166.5,166.5,4063,1,proponowana akcja sprzedaży,49.49,117.01
19950524,170,170,170,170,1350,1,proponowana akcja sprzedaży,50.53,119.47
19950525,180,180,180,180,4211,-1,proponowana akcja kupna,65.79,245.79
19950526,174.5,174.5,174.5,174.5,536,1,proponowana akcja sprzedaży,51.87,122.63
19950529,180,180,180,180,1408,-1,proponowana akcja kupna,65.79,245.79
19950530,178,178,178,178,4834,-1,proponowana akcja kupna,65.06,243.06
19950531,180,180,180,180,1242,-1,proponowana akcja kupna,65.79,245.79
19950601,170,170,170,170,953,1,proponowana akcja sprzedaży,50.53,119.47
19950602,170,170,170,170,526,1,proponowana akcja sprzedaży,50.53,119.47
19950605,178,178,178,178,4966,-1,proponowana akcja kupna,65.06,243.06
19950606,176,176,176,176,491,-1,proponowana akcja kupna,64.33,240.33
19950607,176,176,176,176,932,-1,proponowana akcja kupna,64.33,240.33
19950608,175,175,175,175,729,1,proponowana akcja sprzedaży,52.02,122.98
19950609,171,171,171,171,263,1,proponowana akcja sprzedaży,50.83,120.17
19950612,174,174,174,174,1060,1,proponowana akcja sprzedaży,51.72,122.28
19950613,175,175,175,175,7469,-1,proponowana akcja kupna,63.96,238.96
19950614,173,173,173,173,558,1,proponowana akcja sprzedaży,51.43,121.57
19950616,170,170,170,170,609,1,proponowana akcja sprzedaży,50.53,119.47
19950619,170,170,170,170,4209,1,proponowana akcja sprzedaży,50.53,119.47
19950620,175,175,175,175,2163,-1,proponowana akcja kupna,63.96,238.96
19950621,177,177,177,177,6941,-1,proponowana akcja kupna,64.69,241.69
19950622,177,177,177,177,2446,-1,proponowana akcja kupna,64.69,241.69
19950623,177,177,177,177,2370,-1,proponowana akcja kupna,64.69,241.69
19950626,180,180,180,180,6078,-1,proponowana akcja kupna,65.79,245.79
19950627,184,184,184,184,7065,-1,proponowana akcja kupna,67.25,251.25
19950628,184,184,184,184,5103,-1,proponowana akcja kupna,67.25,251.25
19950629,170,170,170,170,1415,1,proponowana akcja sprzedaży,50.53,119.47
19950630,177,177,177,177,2757,1,proponowana akcja sprzedaży,52.62,124.38
19950703,175,175,175,175,1226,1,proponowana akcja sprzedaży,52.02,122.98
19950704,184,184,184,184,9571,-1,proponowana akcja kupna,67.25,251.25
19950705,178,178,178,178,494,-1,proponowana akcja kupna,65.06,243.06
19950706,185,185,185,185,10408,-1,proponowana akcja kupna,67.62,252.62
19950707,187,187,187,187,3307,-1,proponowana akcja kupna,68.35,255.35
19950710,189,189,189,189,1669,-1,proponowana akcja kupna,69.08,258.08
19950711,181,181,181,181,1077,1,proponowana akcja sprzedaży,53.8,127.2
19950712,180,180,180,180,625,1,proponowana akcja sprzedaży,53.51,126.49
19950713,180,180,180,180,706,1,proponowana akcja sprzedaży,53.51,126.49
19950714,181,181,181,181,7141,1,proponowana akcja sprzedaży,53.8,127.2
19950717,190,190,190,190,3550,-1,proponowana akcja kupna,69.45,259.45
19950718,199,199,199,199,3269,-1,proponowana akcja kupna,72.73,271.73
19950719,190,190,190,190,3061,-1,proponowana akcja kupna,69.45,259.45
19950720,191,191,191,191,1364,-1,proponowana akcja kupna,69.81,260.81
19950721,187,187,187,187,473,1,proponowana akcja sprzedaży,55.59,131.41
19950724,187,187,187,187,10583,1,proponowana akcja sprzedaży,55.59,131.41
19950725,185,185,185,185,1349,1,proponowana akcja sprzedaży,54.99,130.01
19950726,185,185,185,185,746,1,proponowana akcja sprzedaży,54.99,130.01
19950727,185,185,185,185,2286,1,proponowana akcja sprzedaży,54.99,130.01
19950728,191,191,191,191,1728,-1,proponowana akcja kupna,69.81,260.81
19950731,190,190,190,190,3679,-1,proponowana akcja kupna,69.45,259.45
19950801,185,185,185,185,2492,1,proponowana akcja sprzedaży,54.99,130.01
19950802,185,185,185,185,2484,1,proponowana akcja sprzedaży,54.99,130.01
19950803,195,195,195,195,3041,-1,proponowana akcja kupna,71.27,266.27
19950804,190,190,190,190,4071,-1,proponowana akcja kupna,69.45,259.45
19950807,190,190,190,190,1429,-1,proponowana akcja kupna,69.45,259.45
19950808,190,190,190,190,455,-1,proponowana akcja kupna,69.45,259.45
19950809,190,190,190,190,7653,-1,proponowana akcja kupna,69.45,259.45
19950810,190,190,190,190,3029,-1,proponowana akcja kupna,69.45,259.45
19950811,194,194,194,194,1680,-1,proponowana akcja kupna,70.91,264.91
19950816,199,199,199,199,8545,-1,proponowana akcja kupna,72.73,271.73
19950817,200,200,200,200,10083,-1,proponowana akcja kupna,73.1,273.1
19950818,203,203,203,203,9589,-1,proponowana akcja kupna,74.2,277.2
19950821,191,191,191,191,3105,1,proponowana akcja sprzedaży,56.78,134.22
19950822,210,210,210,210,19343,-1,proponowana akcja kupna,76.76,286.76
19950823,213,213,213,213,6369,-1,proponowana akcja kupna,77.85,290.85
19950824,211,211,211,211,1815,-1,proponowana akcja kupna,77.12,288.12
19950825,205,205,205,205,863,-1,proponowana akcja kupna,74.93,279.93
19950828,203,203,203,203,1579,-1,proponowana akcja kupna,74.2,277.2
19950829,204,204,204,204,836,-1,proponowana akcja kupna,74.56,278.56
19950830,200,200,200,200,675,1,proponowana akcja sprzedaży,59.45,140.55
19950831,200,200,200,200,3973,1,proponowana akcja sprzedaży,59.45,140.55
19950901,205,205,205,205,3127,-1,proponowana akcja kupna,74.93,279.93
