Date,Open,High,Low,Close,Volume,FinalPrice,AdditionalFee,JsonSerialization
19961112,145,145,145,145,22235,179.66,34.66,False
19961113,144,144,144,144,1576,178.42,34.42,False
19961114,142,142,142,142,5908,175.94,33.94,False
19961115,145,145,145,145,5051,179.66,34.66,False
19961118,149.5,149.5,149.5,149.5,714,185.23,35.73,False
19961119,150,150,150,150,11105,185.85,35.85,False
19961120,144,144,144,144,9611,112.18,31.82,False
19961121,144,144,144,144,9641,112.18,31.82,False
19961122,142,142,142,142,4665,110.62,31.38,False
19961125,135,135,135,135,3469,105.17,29.84,False
19961126,136,136,136,136,3444,105.94,30.06,False
19961127,149.5,149.5,149.5,149.5,2414,185.23,35.73,False
19961128,136,136,136,136,6511,105.94,30.06,False
19961129,139,139,139,139,869,108.28,30.72,False
19961202,139,139,139,139,17655,108.28,30.72,False
19961203,142,142,142,142,5942,175.94,33.94,False
19961204,142,142,142,142,3371,175.94,33.94,False
19961205,139,139,139,139,6749,108.28,30.72,False
19961206,136,136,136,136,1193,105.94,30.06,False
19961209,130.5,130.5,130.5,130.5,265,101.66,28.84,False
19961210,127,127,127,127,2929,98.93,28.07,False
19961211,130,130,130,130,11175,101.27,28.73,False
19961212,130,132,130,132,7426,102.83,29.17,False
19961213,130,130,130,130,5224,101.27,28.73,False
19961216,130,130,130,130,10262,101.27,28.73,False
19961217,131,131,131,131,16367,102.05,28.95,False
19961218,131,131,131,131,26857,102.05,28.95,False
19961219,132,132,132,132,6791,102.83,29.17,False
19961220,132,132,132,132,5488,102.83,29.17,False
19961223,133,133,133,133,7872,164.79,31.79,False
19961224,132,132,132,132,1152,102.83,29.17,False
19961230,131,131,131,131,563,102.05,28.95,False
19961231,133,133,133,133,8547,164.79,31.79,False
19970102,133,133,133,133,8026,164.79,31.79,False
19970103,133,133,133,133,5193,164.79,31.79,False
19970106,132.5,132.5,132.5,132.5,6442,164.17,31.67,False
19970107,133.5,139,133.5,139,7673,172.22,33.22,False
19970108,135,140,135,140,20222,173.46,33.46,False
19970109,135,140,135,137,29165,169.74,32.74,False
19970110,141,145,141,145,10270,179.66,34.66,False
19970113,150,151.5,148,150.5,20657,186.47,35.97,False
19970114,146,146,145,145,10749,179.66,34.66,False
19970115,145,148,145,148,7750,183.37,35.37,False
19970116,149.5,152.5,149.5,150,2991,185.85,35.85,False
19970117,154,156.5,154,156.5,9789,193.9,37.4,False
19970120,159,159,157,157,4730,194.52,37.52,False
19970121,159,164.5,159,164.5,6691,203.82,39.32,False
19970122,163,169,163,168.5,4632,208.77,40.27,False
19970123,170,171.5,170,171.5,12507,212.49,40.99,False
19970124,174,175,174,175,20269,216.83,41.83,False
19970127,173,173,173,173,17312,214.35,41.35,False
19970128,170,170,170,170,9177,210.63,40.63,False
19970129,170,170,170,170,33560,210.63,40.63,False
19970130,168,168,168,168,17968,208.15,40.15,False
19970131,175,175,171,172,8694,213.11,41.11,False
19970203,169,169,169,169,9298,209.39,40.39,False
19970204,170,170,170,170,9426,210.63,40.63,False
19970205,172,175,172,175,6135,216.83,41.83,False
19970206,175,180,175,180,16550,223.02,43.02,False
19970207,180,180,180,180,3841,223.02,43.02,False
19970210,172,175,172,175,1243,216.83,41.83,False
19970211,175,180,175,180,6378,223.02,43.02,False
19970212,177,177,177,177,16360,219.3,42.3,False
19970213,180,186,180,186,15102,230.45,44.45,False
19970214,180,182.5,180,180,15440,223.02,43.02,False
19970217,175,176,175,176,2102,137.1,38.9,False
19970218,180,181,180,181,6042,224.26,43.26,False
19970219,185,185,182,184,17257,227.98,43.98,False
19970220,190,194,190,194,11445,240.37,46.37,False
19970221,192,192,188,188,5276,232.93,44.93,False
19970224,192,194,190,190,10726,235.41,45.41,False
19970225,192,192,192,192,12056,237.89,45.89,False
19970226,195,195,195,195,7338,241.61,46.61,False
19970227,192,192,192,192,10291,237.89,45.89,False
