Date,Open,High,Low,Close,Volume,FinalPrice,AdditionalFee,JsonSerialization
19930520,39,39,39,39,22294,48.32,9.32,False
19930524,42.9,42.9,42.9,42.9,29409,53.15,10.25,False
19930525,47.1,47.1,47.1,47.1,26684,58.36,11.26,False
19930527,41.5,41.5,41.5,41.5,39594,51.42,9.92,False
19930531,45.6,45.6,45.6,45.6,31876,56.5,10.9,False
19930601,47,47,47,47,23476,58.23,11.23,False
19930603,42.3,42.3,42.3,42.3,22435,52.41,10.11,False
19930607,38.1,38.1,38.1,38.1,0,29.68,8.42,False
19930608,34.3,34.3,34.3,34.3,0,26.72,7.58,False
19930609,30.9,30.9,30.9,30.9,42751,24.07,6.83,False
19930614,33.9,33.9,33.9,33.9,0,26.41,7.49,False
19930615,37.2,37.2,37.2,37.2,0,46.09,8.89,False
19930617,40.9,40.9,40.9,40.9,55018,50.68,9.78,False
19930621,39.9,39.9,39.9,39.9,31907,49.44,9.54,False
19930622,43.8,43.8,43.8,43.8,23477,54.27,10.47,False
19930624,48.1,48.1,48.1,48.1,66727,59.6,11.5,False
19930628,48.1,48.1,48.1,48.1,39521,59.6,11.5,False
19930629,50.5,50.5,50.5,50.5,34121,62.57,12.07,False
19930701,55.5,55.5,55.5,55.5,34322,68.76,13.26,False
19930705,61,61,61,61,20830,75.58,14.58,False
19930706,60,60,60,60,19496,74.34,14.34,False
19930708,62.5,62.5,62.5,62.5,32656,77.44,14.94,False
19930712,67,67,67,67,15226,83.01,16.01,False
19930713,64,64,64,64,15306,79.3,15.3,False
19930715,64,64,64,64,15455,79.3,15.3,False
19930719,66.5,66.5,66.5,66.5,27176,82.39,15.89,False
19930720,64.5,64.5,64.5,64.5,11975,79.92,15.42,False
19930722,61.5,61.5,61.5,61.5,18945,76.2,14.7,False
19930726,64.5,64.5,64.5,64.5,9648,79.92,15.42,False
19930727,64.5,64.5,64.5,64.5,7693,79.92,15.42,False
19930729,60,60,60,60,10705,46.74,13.26,False
19930802,62,62,62,62,11241,76.82,14.82,False
19930803,59,59,59,59,44750,45.96,13.04,False
19930805,61,61,61,61,18684,47.52,13.48,False
19930809,67,67,67,67,25377,83.01,16.01,False
19930810,73.5,73.5,73.5,73.5,24248,91.07,17.57,False
19930812,66.5,66.5,66.5,66.5,19562,82.39,15.89,False
19930816,71,71,71,71,32622,87.97,16.97,False
19930817,73.5,73.5,73.5,73.5,25344,91.07,17.57,False
19930819,73.5,73.5,73.5,73.5,43148,91.07,17.57,False
19930823,80.5,80.5,80.5,80.5,27857,99.74,19.24,False
19930824,88.5,88.5,88.5,88.5,16418,109.65,21.15,False
19930826,97,97,97,97,55241,120.18,23.18,False
19930830,87.5,87.5,87.5,87.5,31017,108.41,20.91,False
19930831,79,79,79,79,45684,61.54,17.46,False
19930902,86.5,86.5,86.5,86.5,23472,107.17,20.67,False
19930906,95,95,95,95,34193,117.71,22.71,False
19930907,85.5,85.5,85.5,85.5,42679,105.93,20.43,False
19930909,83,83,83,83,31892,64.66,18.34,False
19930913,84.5,84.5,84.5,84.5,28704,104.7,20.2,False
19930914,87,87,87,87,9646,107.79,20.79,False
19930916,89.5,89.5,89.5,89.5,15061,110.89,21.39,False
19930920,89.5,89.5,89.5,89.5,22071,110.89,21.39,False
19930921,86.5,86.5,86.5,86.5,16707,107.17,20.67,False
19930923,84.5,84.5,84.5,84.5,19490,65.83,18.67,False
19930927,88.5,88.5,88.5,88.5,28164,109.65,21.15,False
19930928,92.5,92.5,92.5,92.5,16670,114.61,22.11,False
19930930,90,90,90,90,15394,111.51,21.51,False
19931004,90,90,90,90,21516,111.51,21.51,False
